expertiseName,expertiseUri,count
reactive fluid transport,http://info.deepcarbon.net/individual/88043615c9f0b1f1e3b7c8db1e,1
remote sensing gas geochemistry,http://info.deepcarbon.net/individual/842a55602ce4f8eeba32480506,1
rock geochemistry,http://info.deepcarbon.net/individual/f14517e661175009744bc2616b,1
scholarly publishing,http://info.deepcarbon.net/individual/cd7e007f7aeadf93b5cb0e568f,1
scientific communication,http://info.deepcarbon.net/individual/c0f2e5e87ba60ffc5df341ef51,1
seafloor and water column mapping,http://info.deepcarbon.net/individual/f5d1dada4f67edbc5a539ecc9a,1
sediment microbiology,http://info.deepcarbon.net/individual/283da869ce5f748ff37765da10,1
several,http://info.deepcarbon.net/individual/f6244925b836c9782deba4d837,1
shale gas,http://info.deepcarbon.net/individual/949cb5f4e0cdeab0ad9b6d4470,1
speleogenesis,http://info.deepcarbon.net/individual/812714e283e95c4164e68c5e62,1
subglacial volcanism,http://info.deepcarbon.net/individual/388c87f734a8e5744d81537bd0,1
thermodynamic modelling,http://info.deepcarbon.net/individual/555570cfbc7a9aa419b52bada2,1
undefined,http://info.deepcarbon.net/individual/570767a81fe6f693f7370f440a,1
volatile elements cycle,http://info.deepcarbon.net/individual/20ba4a459b440fc290e5fb684f,1
volcanic degassing,http://info.deepcarbon.net/individual/e50f1e33dfc5a6bfa6849a2a40,1
volcanic emissions,http://info.deepcarbon.net/individual/e208ea87228d720380ced2550e,1
volcanism,http://info.deepcarbon.net/individual/c4c2ab13007b3e31f264343140,1
volcanoes,http://info.deepcarbon.net/individual/d582dac88-31ae-4207-ac13-b0812c991d2e,9
